team_list,avg_score,variance,Max_Avg_Score,Order,Gen
"['MC CALLUM', 'FRAZIER EMJAE', 'SKINNER MYKAYLA', 'BILES SIMONE', 'LINCOLN KALIYA']",14.560546875,5.1986765334799605,15.0537109375,4,2
"['CALLUM MC GRACE', 'FRAZIER EMJAE', 'JONES SHILESE', 'LEE SUNISA', 'LINCOLN KALIYA']",14.0009765625,4.182794744318182,15.0537109375,5,2
"['BILES SIMONE', 'FRAZIER EMJAE', 'LINCOLN KALIYA', 'MC CALLUM', 'SKINNER MYKAYLA']",12.4736328125,3.676723446664223,15.0537109375,6,2
"['BILES SIMONE', 'CAREY JADE', 'JONES SHILESE', 'LEE SUNISA', 'SKINNER MYKAYLA']",12.43359375,3.534197825024438,15.0537109375,7,2
"['BILES SIMONE', 'CAREY JADE', 'LEE SUNISA', 'LINCOLN KALIYA', 'MCCLAIN KONNOR']",12.2294921875,4.442883026331868,15.0537109375,8,2
"['CALLUM MC GRACE', 'CAREY JADE', 'MC CALLUM', 'MCCLAIN KONNOR', 'WONG LEANNE']",11.0400390625,3.3835370463709675,15.0537109375,9,2
"['BILES SIMONE', 'CALLUM MC GRACE', 'CAREY JADE', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",9.892578125,5.918068029081134,15.0537109375,10,2
"['CALLUM MC GRACE', 'CAREY JADE', 'LEE SUNISA', 'LINCOLN KALIYA', 'MCCLAIN KONNOR']",6.9619140625,5.19405146474829,15.0537109375,11,2
"['BILES SIMONE', 'CALLUM MC GRACE', 'CAREY JADE', 'MCCLAIN KONNOR', 'WONG LEANNE']",4.662109375,1.5865980877321604,15.0537109375,12,2
"['BILES SIMONE', 'CAREY JADE', 'LEE SUNISA', 'LINCOLN KALIYA', 'MCCLAIN KONNOR']",16.482421875,5.51679725684262,16.482421875,1,3
"['CAREY JADE', 'CALLUM MC GRACE', 'BILES SIMONE', 'LEE SUNISA', 'MCCLAIN KONNOR']",16.27734375,5.232878176930596,16.482421875,2,3
"['SKINNER MYKAYLA', 'BILES SIMONE', 'JONES SHILESE', 'LEE SUNISA', 'CAREY JADE']",15.2734375,3.948619257086999,16.482421875,3,3
"['BILES SIMONE', 'CAREY JADE', 'JONES SHILESE', 'LEE SUNISA', 'SKINNER MYKAYLA']",15.1181640625,5.65073523796432,16.482421875,4,3
"['BILES SIMONE', 'CAREY JADE', 'LEE SUNISA', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",14.892578125,5.984539192326491,16.482421875,5,3
"['CALLUM MC GRACE', 'CAREY JADE', 'JONES SHILESE', 'LEE SUNISA', 'MCCLAIN KONNOR']",14.111328125,6.122491293988269,16.482421875,6,3
"['BILES SIMONE', 'JONES SHILESE', 'LEE SUNISA', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",13.3916015625,3.943272505804008,16.482421875,7,3
"['BILES SIMONE', 'JONES SHILESE', 'LINCOLN KALIYA', 'MC CALLUM', 'SKINNER MYKAYLA']",13.3701171875,3.744599790750245,16.482421875,8,3
"['BILES SIMONE', 'CALLUM MC GRACE', 'LINCOLN KALIYA', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",12.18359375,3.56156830400782,16.482421875,9,3
"['CAREY JADE', 'LEE SUNISA', 'LINCOLN KALIYA', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",11.9453125,3.6861559139784954,16.482421875,10,3
"['BILES SIMONE', 'CAREY JADE', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA', 'WONG LEANNE']",10.94921875,5.268190982404692,16.482421875,11,3
"['BILES SIMONE', 'CAREY JADE', 'JONES SHILESE', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",8.10546875,4.094437316715543,16.482421875,12,3
"['BILES SIMONE', 'CAREY JADE', 'LEE SUNISA', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",16.9130859375,4.562331034640763,16.9130859375,1,4
"['BILES SIMONE', 'JONES SHILESE', 'LEE SUNISA', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",16.205078125,5.310785526637341,16.9130859375,2,4
"['BILES SIMONE', 'CAREY JADE', 'JONES SHILESE', 'LEE SUNISA', 'SKINNER MYKAYLA']",15.478515625,5.123682642961877,16.9130859375,3,4
"['SKINNER MYKAYLA', 'BILES SIMONE', 'JONES SHILESE', 'LEE SUNISA', 'CAREY JADE']",14.8095703125,6.189507537573314,16.9130859375,4,4
"['JONES SHILESE', 'LEE SUNISA', 'LINCOLN KALIYA', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",14.7587890625,6.02484936308651,16.9130859375,5,4
"['BILES SIMONE', 'CAREY JADE', 'LEE SUNISA', 'LINCOLN KALIYA', 'MCCLAIN KONNOR']",14.7001953125,5.179824008736559,16.9130859375,6,4
"['BILES SIMONE', 'CAREY JADE', 'JONES SHILESE', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",13.6962890625,3.791344964259531,16.9130859375,7,4
"['CALLUM MC GRACE', 'CAREY JADE', 'LEE SUNISA', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",13.3828125,3.499450146627566,16.9130859375,8,4
"['BILES SIMONE', 'CAREY JADE', 'LINCOLN KALIYA', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",10.865234375,4.973022818914956,16.9130859375,9,4
"['BILES SIMONE', 'CALLUM MC GRACE', 'CAREY JADE', 'LEE SUNISA', 'SKINNER MYKAYLA']",10.1298828125,5.069135470124634,16.9130859375,10,4
"['CAREY JADE', 'JONES SHILESE', 'LEE SUNISA', 'MC CALLUM', 'MCCLAIN KONNOR']",9.8662109375,4.3251914940738025,16.9130859375,11,4
"['CAREY JADE', 'FRAZIER EMJAE', 'LEE SUNISA', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",8.431640625,3.6062706195014655,16.9130859375,12,4
"['BILES SIMONE', 'JONES SHILESE', 'LEE SUNISA', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",17.1943359375,5.2886873396261,17.1943359375,1,5
"['BILES SIMONE', 'CAREY JADE', 'LEE SUNISA', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",15.7216796875,4.7660593459799605,17.1943359375,2,5
"['SKINNER MYKAYLA', 'BILES SIMONE', 'JONES SHILESE', 'LEE SUNISA', 'CAREY JADE']",15.640625,5.241202346041056,17.1943359375,3,5
